Geneid	S1	S2	S3	S4	S5	S6	S7	S8
ENSG00000232234.4	5	3	0	3	0	0	0	0
ENSG00000285216.1	0	0	0	0	0	0	0	0
ENSG00000234763.3	0	0	0	0	0	0	0	0
ENSG00000124786.12	11	35	186	120	1	7	127	123
ENSG00000285219.3	17	4	49	37	6	2	22	41
ENSG00000276019.1	0	0	0	0	0	0	0	0
ENSG00000225775.1	0	0	1	0	0	0	0	0
ENSG00000181355.21	0	8	0	0	0	0	0	2
ENSG00000216368.2	1	1	3	2	0	1	4	3
ENSG00000229765.2	0	0	0	0	0	0	0	1
ENSG00000221583.1	0	0	0	1	0	0	0	0
ENSG00000216781.2	0	0	0	0	0	0	1	0
ENSG00000137203.15	11	40	55	24	0	8	37	25
ENSG00000285278.1	19	5	122	53	5	7	96	111
ENSG00000229950.1	0	14	8	7	0	0	7	7
ENSG00000228478.1	0	0	0	0	0	0	0	0
ENSG00000285759.1	0	0	0	1	0	0	9	3
ENSG00000183674.12	0	0	2	3	0	0	3	0
ENSG00000229401.1	4	0	1	0	0	0	0	0
ENSG00000263705.1	0	0	0	0	0	0	0	0
ENSG00000238076.1	2	0	0	0	0	0	0	1
ENSG00000231056.1	0	0	0	0	0	0	0	3
ENSG00000111846.20	42	24	89	77	5	0	72	79
ENSG00000237685.1	0	0	0	3	0	0	0	0
ENSG00000216359.1	0	0	0	0	0	0	0	0
ENSG00000217181.1	2	1	2	2	0	0	0	0
ENSG00000205318.5	0	0	4	0	0	0	0	0
ENSG00000285763.1	0	9	43	21	1	0	37	36
ENSG00000137434.12	8	9	45	25	22	9	32	32
ENSG00000201048.1	0	0	0	0	0	0	0	0
ENSG00000111845.5	62	81	1500	880	27	69	1020	809
ENSG00000111843.14	1378	1021	2893	1711	863	891	2149	1986
ENSG00000272097.2	0	6	15	20	0	1	5	13
ENSG00000137210.14	253	360	1072	750	204	233	811	769
ENSG00000272162.1	0	0	0	0	0	0	0	0
ENSG00000222383.1	0	0	7	0	0	0	0	2
ENSG00000111837.12	3	0	27	5	0	3	2	3
ENSG00000124827.7	0	0	1	3	0	0	0	0
ENSG00000235051.3	0	0	2	0	0	0	0	0
ENSG00000153157.13	0	12	4	15	0	0	1	3
ENSG00000197977.4	25	30	177	113	32	49	404	351
ENSG00000274541.1	0	0	0	0	0	0	0	0
ENSG00000230314.7	0	0	10	6	0	0	2	1
ENSG00000224531.6	228	287	924	622	79	65	1010	813
ENSG00000244476.3	5	0	13	2	0	0	8	0
ENSG00000271245.1	0	0	0	0	0	0	0	0
ENSG00000247925.2	0	0	0	0	0	0	2	0
ENSG00000111859.17	674	480	395	272	89	89	368	280
ENSG00000287920.1	6	0	0	0	0	0	0	0
ENSG00000242753.2	0	0	0	0	1	0	5	0
ENSG00000233656.2	0	0	0	1	0	2	0	0
ENSG00000202313.1	0	0	0	0	0	0	0	0
ENSG00000218020.3	7	0	2	1	0	0	2	0
ENSG00000205269.6	203	208	1816	858	18	32	1398	1184
ENSG00000271897.1	0	0	0	3	0	0	0	0
ENSG00000277473.1	6	4	2	5	1	2	2	2
ENSG00000207419.1	0	0	0	0	0	0	0	0
ENSG00000111863.13	12	3	2	1	0	0	0	0
ENSG00000287593.1	7	0	1	0	0	0	0	2
ENSG00000234427.1	0	0	0	0	0	0	3	0
ENSG00000215124.2	9	0	0	0	0	0	0	0
ENSG00000225102.2	0	0	1	0	0	0	0	0
ENSG00000229896.2	0	0	7	5	0	0	5	3
ENSG00000095951.17	62	96	375	156	43	29	236	240
ENSG00000078401.7	251	278	557	313	19	6	38	71
ENSG00000218893.1	0	0	0	0	0	0	0	0
ENSG00000223321.1	0	0	2	0	0	0	0	0
ENSG00000212802.4	53	49	78	66	20	35	49	81
ENSG00000234015.1	0	0	0	0	0	0	0	0
ENSG00000112137.19	32	22	15	16	14	9	22	17
ENSG00000206702.1	0	1	2	1	3	0	0	0
ENSG00000215022.8	0	0	0	0	0	0	0	4
ENSG00000145979.18	222	294	800	596	272	324	671	617
ENSG00000272379.1	0	0	0	0	0	0	0	0
ENSG00000289257.1	17	17	26	9	7	12	10	17
ENSG00000145990.11	6	10	134	65	9	0	99	61
ENSG00000237786.1	0	0	2	2	0	0	4	0
ENSG00000218265.1	1	1	7	9	0	2	4	2
ENSG00000202351.1	1	0	1	4	0	0	0	1
ENSG00000124523.17	309	225	572	317	95	135	521	396
ENSG00000261071.1	0	0	0	0	0	0	0	0
ENSG00000225921.7	554	436	1791	1386	226	262	2264	1716
ENSG00000010017.13	953	994	1561	898	406	303	1535	1443
ENSG00000286316.1	0	1	0	0	0	0	0	0
ENSG00000050393.12	331	308	1272	821	225	210	1405	1363
ENSG00000272209.1	0	0	2	2	0	0	4	3
ENSG00000180537.13	317	453	319	131	69	54	600	543
ENSG00000220868.2	7	0	3	0	0	0	0	0
ENSG00000233981.1	0	0	0	2	0	0	0	0
ENSG00000112149.10	14	4	89	42	2	7	120	97
ENSG00000285639.1	2	9	9	2	0	0	0	5
ENSG00000238987.1	0	0	0	0	0	0	0	0
ENSG00000286281.1	3	0	12	4	0	0	7	3
ENSG00000230631.1	0	0	0	0	0	0	0	0
ENSG00000226673.2	0	0	0	5	0	0	5	0
ENSG00000237346.2	0	3	0	3	0	0	0	0
ENSG00000234540.1	0	0	0	0	0	0	0	0
ENSG00000286277.1	0	0	0	4	0	0	0	2
ENSG00000229646.2	0	0	0	0	0	0	0	0
ENSG00000206960.1	0	0	0	0	0	0	0	3
ENSG00000234261.5	0	4	3	8	0	0	0	1
ENSG00000216754.2	0	0	1	0	0	0	0	0
ENSG00000242989.3	0	0	0	0	0	0	0	0
ENSG00000271888.1	0	3	29	3	0	0	13	17
ENSG00000008083.14	152	80	184	91	49	57	146	160
ENSG00000235488.1	0	0	0	0	0	0	2	3
ENSG00000201367.1	0	0	0	0	0	0	0	0
ENSG00000201519.1	0	0	0	0	0	0	0	0
ENSG00000277411.1	0	0	1	0	0	0	0	0
ENSG00000047579.20	35	15	115	80	12	16	155	95
ENSG00000287626.1	0	0	0	0	0	0	0	0
ENSG00000214027.3	0	0	3	1	0	0	0	1
ENSG00000232947.1	0	0	0	0	0	0	0	0
ENSG00000274212.1	0	0	0	0	0	0	0	0
ENSG00000217585.1	0	0	0	0	0	0	0	0
ENSG00000007944.15	257	198	81	53	21	14	143	113
ENSG00000263712.1	0	0	0	0	0	0	0	0
ENSG00000218073.1	0	0	0	0	0	0	0	0
ENSG00000217078.1	0	0	0	0	0	0	0	0
ENSG00000216364.1	3	0	0	0	0	0	0	0
ENSG00000251831.1	0	0	0	0	0	0	0	0
ENSG00000207193.1	0	0	0	0	0	0	0	0
ENSG00000137198.10	1743	1869	1196	645	111	190	298	216
ENSG00000282024.1	0	0	7	1	0	0	1	4
ENSG00000124788.19	797	972	1018	545	507	596	964	810
ENSG00000288708.1	0	0	0	0	0	0	0	0
ENSG00000229931.2	59	27	39	6	8	6	29	29
ENSG00000272341.1	14	7	51	30	0	2	20	12
ENSG00000287347.1	0	0	2	0	0	0	0	0
ENSG00000286631.1	0	0	0	0	0	0	0	0
ENSG00000287359.1	0	0	0	0	0	0	0	0
ENSG00000230873.9	1	6	2	0	0	0	0	0
ENSG00000287559.1	9	0	0	1	1	0	0	2
ENSG00000288812.1	0	0	0	2	0	0	0	0
ENSG00000112183.15	0	0	4	4	0	3	8	0
ENSG00000219314.1	0	0	0	0	0	0	0	0
ENSG00000112186.13	41	88	65	32	12	10	66	63
ENSG00000184612.8	0	0	1	1	0	0	3	3
ENSG00000218359.1	0	0	8	2	0	0	10	3
ENSG00000286885.2	7	1	19	21	0	8	12	14
ENSG00000137414.7	192	215	655	381	26	25	408	323
ENSG00000124789.12	427	582	1523	875	274	301	1006	801
ENSG00000206881.1	0	0	4	0	0	0	0	0
ENSG00000272269.1	0	0	6	9	0	4	30	15
ENSG00000201415.1	0	0	0	0	0	0	0	0
ENSG00000201442.2	0	0	0	0	0	0	0	0
ENSG00000137177.20	204	227	393	206	47	34	143	115
ENSG00000220920.1	0	0	0	0	0	0	0	1
ENSG00000187566.6	0	2	0	6	0	0	0	0
ENSG00000137364.5	166	155	812	431	47	28	683	513
ENSG00000165097.16	285	203	358	164	140	144	313	280
ENSG00000124795.17	2475	2880	8373	5324	396	417	6836	5779
ENSG00000199715.1	0	3	0	0	0	0	0	0
ENSG00000289097.1	3	0	0	5	0	0	0	1
ENSG00000278102.1	0	0	0	0	0	0	0	0
ENSG00000200681.1	0	0	0	0	0	0	0	0
ENSG00000217414.2	7	0	1	0	0	0	0	1
ENSG00000218976.2	0	1	1	0	0	0	1	0
ENSG00000137393.10	0	0	6	3	0	0	7	0
ENSG00000283408.2	3	0	28	33	0	6	15	29
ENSG00000207775.1	0	0	0	0	0	0	0	0
ENSG00000217379.2	0	0	0	0	0	0	0	0
ENSG00000231662.1	0	0	0	0	0	0	0	0
ENSG00000228412.9	6	17	32	32	0	7	64	51
ENSG00000218643.2	10	0	0	0	0	0	0	0
ENSG00000201523.1	0	0	0	0	0	0	0	0
ENSG00000214012.4	0	0	0	0	0	0	0	0
ENSG00000217314.2	0	0	0	0	0	0	0	0
ENSG00000200957.1	0	0	0	0	0	0	0	0
ENSG00000172201.12	166	116	2231	1110	76	91	3294	2728
ENSG00000287138.1	0	0	0	0	0	0	0	0
ENSG00000229700.1	0	0	0	0	0	1	2	1
ENSG00000172197.11	35	59	164	50	65	41	161	172
ENSG00000227803.2	0	0	0	0	0	0	0	1
ENSG00000287614.1	0	0	0	1	0	0	0	0
ENSG00000286590.1	0	0	0	0	0	0	0	0
ENSG00000287483.1	0	0	0	2	3	0	0	0
ENSG00000112242.16	50	111	720	413	48	15	565	507
ENSG00000240869.3	1168	1068	1004	862	1075	1176	1010	1189
ENSG00000224707.1	0	0	5	0	0	0	0	0
ENSG00000222431.1	0	0	0	0	0	0	0	2
ENSG00000201683.1	0	0	0	0	0	0	0	0
ENSG00000145996.11	371	311	777	393	181	185	481	437
ENSG00000225832.1	0	0	0	0	0	0	0	0
ENSG00000233848.1	0	0	7	1	0	0	1	0
ENSG00000252046.1	0	0	0	0	0	0	0	0
ENSG00000287404.1	0	0	0	0	0	0	0	0
ENSG00000227089.2	0	0	0	0	0	0	0	0
ENSG00000286368.1	0	0	4	0	0	0	0	0
ENSG00000280989.2	0	0	0	0	0	0	0	0
ENSG00000231754.3	0	0	0	2	6	0	0	0
ENSG00000283480.1	0	8	6	2	0	0	0	0
ENSG00000124766.7	352	454	2269	1556	86	85	1427	1189
ENSG00000220771.2	4	1	4	0	0	0	0	0
ENSG00000272168.9	64	55	574	266	39	30	401	345
ENSG00000280443.1	0	0	0	0	0	0	0	0
ENSG00000222515.1	0	0	3	1	0	0	0	0
ENSG00000260455.2	5	12	58	25	0	0	18	20
ENSG00000219404.2	0	0	0	3	0	0	2	0
ENSG00000172179.13	0	0	4	1	0	0	0	0
ENSG00000112273.7	10	6	2	3	0	0	0	1
ENSG00000228772.2	0	0	0	0	0	0	0	0
ENSG00000286954.1	0	0	1	1	2	3	0	0
ENSG00000233358.2	0	0	0	0	0	0	0	0
ENSG00000218476.2	0	0	0	0	0	0	0	0
ENSG00000207394.1	0	0	0	0	0	0	0	0
ENSG00000235743.2	0	0	0	0	0	0	0	0
ENSG00000289368.1	0	0	2	1	0	0	2	0
ENSG00000219453.1	0	1	3	1	0	0	0	0
ENSG00000278128.2	0	0	0	3	0	0	0	0
ENSG00000218512.2	0	0	0	0	0	0	0	0
ENSG00000220748.2	4	0	0	0	0	0	0	0
ENSG00000219582.3	0	0	1	2	0	0	0	0
ENSG00000152954.12	0	0	6	0	0	0	2	5
ENSG00000251830.1	0	0	0	0	0	0	0	0
ENSG00000146038.12	0	0	3	7	0	0	0	3
ENSG00000146049.2	0	0	0	0	0	0	0	0
ENSG00000202050.1	0	0	0	0	0	0	0	0
ENSG00000124532.15	349	384	1517	816	132	191	1037	942
ENSG00000112293.15	52	53	39	38	18	29	32	52
ENSG00000112294.14	97	121	279	81	38	49	242	166
ENSG00000137261.15	1	0	0	0	0	0	4	8
ENSG00000218186.2	8	0	4	0	0	0	0	0
ENSG00000111802.14	208	196	976	607	60	49	807	622
ENSG00000112304.11	269	356	1220	785	245	272	1029	835
ENSG00000272345.1	0	0	13	6	0	0	10	11
ENSG00000112308.13	120	289	2089	1022	42	54	1784	1529
ENSG00000272402.1	0	2	6	8	0	0	17	6
ENSG00000288851.1	48	97	161	98	20	23	203	122
ENSG00000224164.2	6	0	27	12	0	2	24	21
ENSG00000218806.2	0	0	0	0	0	0	0	0
ENSG00000112312.10	399	467	1400	855	124	109	1055	850
ENSG00000260286.4	0	0	3	6	0	0	0	0
ENSG00000282804.1	0	0	0	0	0	0	0	0
ENSG00000111913.20	18	12	1	4	0	0	0	1
ENSG00000288887.1	0	0	7	2	0	0	0	0
ENSG00000217083.1	0	0	0	2	0	0	0	0
ENSG00000214975.4	1	3	2	3	2	2	0	1
ENSG00000286633.1	0	0	0	2	0	0	0	0
ENSG00000220517.2	0	1	0	1	0	0	0	0
ENSG00000244618.3	6	14	11	7	5	15	14	10
ENSG00000229313.1	0	0	0	0	0	0	0	0
ENSG00000223623.1	0	0	0	0	0	0	0	0
ENSG00000168405.18	8	30	1	6	0	3	0	0
ENSG00000285801.1	0	0	2	0	0	0	0	0
ENSG00000219682.4	1	0	3	3	0	0	3	1
ENSG00000262400.1	0	0	0	0	0	0	0	0
ENSG00000217805.2	6	0	0	0	0	0	0	0
ENSG00000219681.2	0	0	4	0	0	0	0	0
ENSG00000271108.1	0	0	0	0	0	0	0	0
ENSG00000216718.7	0	0	1	0	0	0	0	0
ENSG00000213972.3	4	0	0	0	0	0	0	1
ENSG00000079691.18	104	103	192	103	69	56	85	100
ENSG00000207286.1	0	0	0	0	0	0	0	0
ENSG00000207490.1	0	0	0	0	0	0	0	0
ENSG00000286933.1	0	0	1	5	0	0	1	0
ENSG00000079689.14	3	6	2	0	1	0	0	0
ENSG00000217408.2	0	0	0	0	0	0	0	0
ENSG00000164508.5	0	0	0	0	0	0	0	0
ENSG00000146047.7	0	7	0	0	0	7	0	0
ENSG00000178762.4	0	0	0	0	0	0	0	0
ENSG00000216436.2	12	0	0	0	0	0	1	0
ENSG00000146039.11	4	0	2	8	0	0	0	0
ENSG00000124568.12	0	0	0	0	0	0	0	3
ENSG00000124564.17	0	5	1	0	0	0	0	10
ENSG00000242387.1	4	0	0	0	0	0	0	0
ENSG00000277410.1	0	0	0	0	0	0	0	0
ENSG00000112337.11	0	0	0	0	0	0	0	0
ENSG00000112343.11	0	13	2	3	0	0	1	5
ENSG00000272558.1	0	0	0	0	0	0	0	0
ENSG00000272462.4	8	3	1	0	0	0	0	0
ENSG00000272810.1	0	0	0	0	0	0	0	0
ENSG00000224447.1	0	0	0	0	0	0	0	0
ENSG00000124610.5	0	0	0	0	0	0	0	0
ENSG00000275714.2	815	1052	5796	3986	666	579	4385	3858
ENSG00000278637.2	1256	1300	8879	5541	827	855	5497	5079
ENSG00000278705.3	6149	6327	24337	17360	5288	5537	13417	13335
ENSG00000286522.2	9279	9404	31400	21795	8603	8920	21183	19617
ENSG00000278463.2	1919	1991	4207	2829	1877	2122	3980	3823
ENSG00000276410.4	7	14	40	19	33	31	17	15
ENSG00000234816.2	0	0	3	8	0	0	0	0
ENSG00000287080.2	58	27	139	125	19	34	104	95
ENSG00000187837.4	20648	20078	44853	23442	8967	9806	35811	30426
ENSG00000010704.19	18	20	87	23	0	12	23	30
ENSG00000197061.5	11280	10480	28901	19547	7944	9399	18457	17908
ENSG00000187475.6	244	192	345	247	238	291	101	103
ENSG00000180596.8	4075	4539	14421	10068	3378	3643	11777	10831
ENSG00000180573.10	4709	5479	11734	7662	4718	5485	11285	9993
ENSG00000168298.7	18507	20111	28949	20697	7071	7141	26488	22568
ENSG00000289117.1	42	29	95	59	11	17	80	65
ENSG00000158373.9	11921	11814	23488	14673	7319	7332	16998	15020
ENSG00000283064.1	19	4	16	12	1	5	7	23
ENSG00000217159.2	0	0	0	0	0	0	0	0
ENSG00000274290.3	3639	3711	9702	6080	3576	3445	7323	6177
ENSG00000277157.2	201	154	546	291	127	209	138	154
ENSG00000216331.2	0	0	0	0	0	4	0	0
ENSG00000282988.2	17	10	31	22	0	7	4	13
ENSG00000197409.8	0	0	0	0	0	0	0	0
ENSG00000196866.3	15	0	4	9	9	0	0	10
ENSG00000277224.3	2322	2255	11685	6556	2493	2711	8582	7410
ENSG00000217275.2	1	0	15	7	0	0	8	0
ENSG00000276966.3	10155	9496	45559	28758	6802	7823	25790	23499
ENSG00000273802.3	8146	8398	29141	18682	6657	7543	18028	16795
ENSG00000277075.2	6620	6872	18255	11206	6298	6708	14803	13281
ENSG00000277720.1	0	0	2	0	0	0	0	1
ENSG00000274750.3	23	92	558	439	6	8	333	261
ENSG00000218281.1	0	0	4	1	0	0	4	0
ENSG00000124575.7	9365	9636	34656	20544	5326	6026	23509	20764
ENSG00000274618.2	0	0	1	2	0	0	0	4
ENSG00000275663.2	4	0	0	0	0	0	0	0
ENSG00000277775.2	8773	9334	26405	18951	10556	10374	22130	19890
ENSG00000275713.3	3454	3863	18248	11059	2508	2536	11737	10759
ENSG00000273983.2	7785	7541	21428	16816	6193	6606	17089	15799
ENSG00000218690.2	32	13	37	27	11	1	18	17
ENSG00000278588.2	2124	2016	7057	4457	1521	1620	6023	5268
ENSG00000158406.6	7774	7664	31393	21045	6691	7345	18110	17386
ENSG00000289447.1	19	4	33	13	0	2	21	20
ENSG00000220875.1	3	0	9	16	2	7	16	11
ENSG00000287050.1	0	0	0	0	0	0	0	0
ENSG00000186470.14	73	55	348	144	24	26	241	203
ENSG00000124508.17	73	55	87	73	24	21	69	73
ENSG00000026950.17	55	78	150	100	4	16	115	76
ENSG00000124549.15	30	27	94	47	5	22	34	41
ENSG00000111801.16	4	9	72	72	0	2	48	37
ENSG00000112763.17	118	61	218	92	39	43	176	92
ENSG00000284688.1	0	0	0	0	0	0	0	0
ENSG00000124557.14	0	0	0	1	0	0	0	0
ENSG00000199289.1	0	0	0	0	0	0	0	0
ENSG00000228223.3	0	0	14	2	0	3	3	1
ENSG00000182952.5	1576	1619	6106	3976	396	283	3795	3302
ENSG00000284607.1	46	107	29	20	115	77	21	22
ENSG00000146109.5	377	266	1199	516	38	88	972	750
ENSG00000275846.1	3	4	8	0	0	0	3	0
ENSG00000271071.1	0	0	0	0	0	0	0	0
ENSG00000181315.11	40	50	214	126	3	8	124	120
ENSG00000285571.1	0	0	3	0	0	0	1	0
ENSG00000261584.1	0	0	0	0	0	0	0	0
ENSG00000241549.8	9	43	40	10	38	44	29	28
ENSG00000243307.2	0	0	0	0	0	0	0	0
ENSG00000224843.8	0	11	29	20	4	2	21	15
ENSG00000272312.1	0	0	0	0	0	0	0	0
ENSG00000287966.1	36	36	99	54	3	6	52	23
ENSG00000220581.1	0	0	0	0	0	0	0	0
ENSG00000216762.1	0	0	0	4	0	0	0	0
ENSG00000219770.1	0	0	0	0	0	0	0	0
ENSG00000222800.1	0	0	0	1	0	0	0	0
ENSG00000272468.1	5	0	1	2	0	0	0	0
ENSG00000124635.9	9412	10616	17465	10629	10000	11278	14824	14017
ENSG00000196787.4	9489	10810	25408	21041	9060	9543	24986	23185
ENSG00000276180.2	3165	3247	7927	6203	2205	2357	8049	7936
ENSG00000197903.8	6625	6981	13266	8000	6239	6460	10417	9148
ENSG00000274997.2	5680	5646	15198	10366	3786	3930	13204	12566
ENSG00000265565.1	17	59	5	8	0	12	23	6
ENSG00000174572.3	2	3	1	1	0	1	1	2
ENSG00000112812.16	11	8	5	3	0	0	1	0
ENSG00000270935.1	8	0	0	1	0	0	0	0
ENSG00000158553.5	0	0	2	3	0	0	6	0
ENSG00000220758.4	0	0	0	1	0	0	0	0
ENSG00000204789.5	0	0	1	0	0	0	1	1
ENSG00000124613.9	41	93	356	207	19	9	259	204
ENSG00000271755.1	26	15	39	13	0	4	37	17
ENSG00000237154.2	0	0	7	2	0	0	5	7
ENSG00000096654.16	147	102	471	286	24	27	359	302
ENSG00000285849.1	0	0	8	0	0	0	4	0
ENSG00000286652.1	0	0	8	8	0	0	5	2
ENSG00000285703.1	54	65	14	15	109	126	15	21
ENSG00000278332.1	0	0	0	0	0	0	0	0
ENSG00000270666.1	0	0	0	0	0	0	0	0
ENSG00000218347.2	5	1	2	2	0	6	0	0
ENSG00000219738.2	0	0	0	0	0	0	0	0
ENSG00000206671.1	0	0	0	0	0	0	0	0
ENSG00000216676.2	3	1	3	1	0	0	1	1
ENSG00000287674.1	0	0	0	0	0	0	0	0
ENSG00000281706.4	2	0	8	0	0	5	3	0
ENSG00000216915.2	0	3	0	0	0	0	0	0
ENSG00000287252.2	0	0	5	0	0	0	0	1
ENSG00000218069.2	8	14	31	15	7	1	13	8
ENSG00000217862.2	1	15	27	31	0	0	17	16
ENSG00000185130.6	2254	2437	11556	7822	2504	2401	10102	9153
ENSG00000196747.5	3644	3135	12243	8069	3062	3560	11547	10752
ENSG00000278828.2	10900	11454	21623	16812	10193	10099	21398	19295
ENSG00000276368.2	3398	3563	12976	8256	3171	3765	11228	10567
ENSG00000273703.2	4661	4500	13226	7654	3564	3496	10710	9618
ENSG00000197238.5	2826	2755	7340	5174	2824	3130	5560	5378
ENSG00000273542.2	3872	3314	9385	5970	4077	4596	8140	7986
ENSG00000275221.2	661	849	4134	3459	397	347	5637	5102
ENSG00000233822.6	3681	3923	8238	5204	2885	2835	6490	5391
ENSG00000217646.1	22	0	11	6	0	0	9	2
ENSG00000276903.2	4392	5016	11005	9520	4835	4553	11196	9849
ENSG00000184357.5	7708	7814	34037	20146	4088	4195	27457	22438
ENSG00000275379.2	6	10	10	13	5	1	3	3
ENSG00000275126.2	0	1	0	2	0	0	0	0
ENSG00000197153.5	4286	4397	13724	10847	3022	3056	10797	9956
ENSG00000278677.2	30	21	5	1	16	9	9	14
ENSG00000274641.2	7446	6820	15377	10229	9387	10359	16477	14955
ENSG00000238610.1	0	0	0	0	0	0	0	0
ENSG00000168131.4	0	0	5	0	0	2	0	0
ENSG00000168126.3	0	0	0	0	0	0	1	0
ENSG00000124657.1	1	5	4	1	0	0	4	0
ENSG00000214374.2	0	0	0	0	0	0	0	0
ENSG00000216629.1	0	0	0	0	0	0	0	0
ENSG00000217539.2	1	0	0	4	0	0	1	0
ENSG00000269293.4	429	305	376	265	210	207	334	387
ENSG00000199851.2	0	0	0	0	0	0	0	0
ENSG00000217315.1	0	0	1	0	0	0	0	0
ENSG00000187763.3	0	0	0	0	0	0	0	0
ENSG00000182477.5	0	0	0	0	0	0	0	0
ENSG00000220721.2	0	0	2	0	0	0	0	0
ENSG00000272009.1	11	22	19	18	17	9	48	24
ENSG00000197279.5	8	9	33	30	4	2	33	22
ENSG00000219891.3	0	17	13	9	6	0	2	16
ENSG00000196812.6	8	25	113	75	3	4	59	53
ENSG00000219392.2	2	0	3	11	0	0	9	0
ENSG00000261839.1	0	0	25	15	0	0	3	7
ENSG00000198315.11	335	359	916	529	59	30	517	366
ENSG00000226314.9	7	19	22	11	3	8	18	2
ENSG00000280107.1	0	0	2	1	0	0	0	0
ENSG00000216901.1	10	0	7	9	0	0	0	0
ENSG00000218016.2	0	0	2	0	0	0	2	0
ENSG00000176933.5	13	6	21	8	0	4	14	7
ENSG00000137185.13	122	101	352	163	19	0	208	205
ENSG00000187626.9	27	27	96	68	9	25	79	75
ENSG00000189134.4	0	10	0	0	0	0	0	0
ENSG00000197062.12	101	166	322	220	53	50	308	175
ENSG00000276302.1	5	0	0	1	0	0	3	2
ENSG00000137338.6	87	112	315	131	12	14	195	117
ENSG00000273712.1	0	0	0	0	0	0	0	0
ENSG00000270326.1	0	0	0	0	0	0	0	0
ENSG00000235109.8	45	64	177	98	34	26	120	59
ENSG00000289467.1	13	20	5	11	11	0	7	10
ENSG00000189298.14	21	31	214	56	18	0	118	95
ENSG00000158691.15	240	273	586	382	23	75	303	311
ENSG00000251877.1	0	0	1	0	0	0	0	0
ENSG00000187987.10	35	34	95	28	0	6	56	44
ENSG00000231162.4	1	0	0	0	0	0	0	0
ENSG00000219262.1	0	0	0	0	0	0	0	0
ENSG00000287804.2	4	0	0	0	0	0	0	0
ENSG00000286819.2	0	0	5	2	0	1	0	0
ENSG00000198704.10	1	10	4	0	0	0	0	0
ENSG00000224586.7	2	8	0	1	0	0	0	0
ENSG00000232040.4	12	5	2	2	6	0	1	0
ENSG00000246350.1	0	0	0	1	0	0	0	0
ENSG00000271440.1	0	0	0	0	0	0	0	0
ENSG00000287279.1	14	16	2	7	0	0	3	3
ENSG00000235570.1	0	0	0	0	0	0	0	0
ENSG00000237425.1	0	7	4	1	0	0	0	6
ENSG00000235559.1	0	0	69	56	0	0	60	93
ENSG00000225173.2	42	34	30	32	37	39	32	30
ENSG00000225595.2	3	1	8	13	2	0	7	10
ENSG00000213916.2	0	0	0	0	0	0	0	0
ENSG00000233366.1	0	0	0	0	0	0	0	0
ENSG00000224157.1	31	57	33	26	7	9	23	21
ENSG00000204713.11	91	111	1301	728	24	45	1236	846
ENSG00000212240.1	0	0	3	0	0	0	0	0
ENSG00000204709.4	5	11	14	18	3	5	13	5
ENSG00000228666.1	0	0	0	0	1	0	0	0
ENSG00000263426.2	9	6	2	11	5	5	9	2
ENSG00000227214.2	3	0	4	1	0	0	0	0
ENSG00000244349.1	0	0	3	2	0	0	1	0
ENSG00000197935.7	3	0	4	6	0	0	0	2
ENSG00000223677.1	0	0	0	5	0	0	0	0
ENSG00000277661.4	0	0	0	1	0	0	0	0
ENSG00000204704.3	0	0	0	0	0	0	0	0
ENSG00000236909.1	0	0	0	0	0	0	0	0
ENSG00000228364.1	0	0	0	0	0	0	0	0
ENSG00000204703.5	0	0	0	0	0	0	0	0
ENSG00000204702.6	0	2	0	5	0	0	0	0
ENSG00000204701.3	3	0	2	1	0	0	2	0
ENSG00000227206.1	0	0	0	0	0	0	0	0
ENSG00000203492.4	5	0	0	0	0	0	5	0
ENSG00000284656.1	1	5	0	0	0	0	2	0
ENSG00000204700.5	0	0	0	0	0	0	0	0
ENSG00000224233.1	0	0	0	0	0	0	0	0
ENSG00000230598.2	0	0	1	0	0	0	0	0
ENSG00000197171.6	0	0	0	0	0	0	0	0
ENSG00000213911.2	0	0	0	0	0	0	0	2
ENSG00000204697.3	0	0	0	0	0	0	0	0
ENSG00000242524.1	0	0	0	0	0	0	0	0
ENSG00000204695.4	0	0	4	0	0	0	4	0
ENSG00000230056.1	0	0	0	0	0	0	0	0
ENSG00000243729.5	0	0	5	1	0	1	4	0
ENSG00000112462.8	0	0	1	0	0	0	0	0
ENSG00000280236.3	0	0	1	0	0	0	0	0
ENSG00000251608.2	0	0	0	1	0	0	0	0
ENSG00000204694.13	0	3	4	0	0	0	3	2
ENSG00000206474.8	0	0	1	2	0	0	0	4
ENSG00000277881.1	0	0	0	0	0	0	0	0
ENSG00000204688.10	0	0	1	1	0	0	0	0
ENSG00000225797.2	0	0	0	0	0	0	0	0
ENSG00000230164.1	0	0	0	2	0	0	0	0
ENSG00000289203.1	0	0	0	1	0	0	0	3
ENSG00000204687.4	0	0	0	0	0	0	0	0
ENSG00000213900.2	0	0	0	0	0	0	0	0
ENSG00000229274.2	1	0	0	0	0	0	0	0
ENSG00000224582.7	6	14	0	0	0	0	0	0
ENSG00000229281.1	0	5	0	5	0	0	0	0
ENSG00000237988.5	7	4	4	0	3	0	1	5
ENSG00000213886.4	0	0	0	0	0	0	0	0
ENSG00000204681.11	58	102	225	124	27	27	164	124
ENSG00000232173.2	0	0	0	0	0	0	0	0
ENSG00000227609.2	0	0	0	0	0	0	0	0
ENSG00000201330.1	0	0	0	0	0	0	0	0
ENSG00000231301.1	0	0	0	1	0	0	0	0
